Unnamed: 0,Hoy,SD_Angle,SD_Position,vis,Shaded_Ratio,Unshaded_Ratio,PVG
3320,6174,40,-0.05,0.34782609,0.0041,0.9959,17.69409134234652
3321,6175,67,0.04,0.30434783,0.8374,0.1626,72.384673883116
3322,6176,54,0.02,0.2173913,0.8582,0.1418,158.63343743092167
3323,6177,30,-0.06,0.39130435,0.686,0.314,231.53010148827326
3324,6178,61,0.1,0.65217391,0.3816,0.6184,329.45787970503756
3325,6179,56,0.14,0.91304348,0.128,0.872,368.36811766633343
3326,6180,52,0.13,0.86956522,0.1865,0.8135,335.18742665147045
3327,6181,34,-0.02,0.13043478,0.8958,0.1042,315.7552015722513
3328,6182,13,0.01,0.0,0.9004,0.0996,197.0507139676748
3329,6183,22,-0.05,0.30434783,0.7342,0.2658,152.22375056951623
3330,6184,81,-0.05,0.34782609,0.7515,0.2485,99.27361430970956
3331,6185,5,-0.01,0.04347826,0.9487,0.0513,25.69058083645778
3332,6186,74,-0.06,0.43478261,0.0117,0.9883,1.4770738297675907
3333,6198,10,0.05,0.26086957,0.0056,0.9944,12.54050838871122
3334,6199,86,-0.07,0.47826087,0.7754,0.2246,63.44888109987005
3335,6200,71,-0.03,0.30434783,0.8679,0.1321,180.50647173161929
3336,6201,42,0.14,0.86956522,0.1926,0.8074,291.3335775106657
3337,6202,41,-0.01,0.08695652,0.9553,0.0447,360.56370592747624
3338,6203,30,0.02,0.08695652,0.8415,0.1585,412.29695241638296
3339,6204,28,0.12,0.73913043,0.2459,0.7541,407.48975971240975
3340,6205,61,0.14,0.91304348,0.1057,0.8943,435.77323688974747
3341,6206,13,0.01,0.0,0.9202,0.0798,275.8029763976136
3342,6207,32,-0.05,0.34782609,0.7342,0.2658,251.94721141674282
3343,6208,19,-0.12,0.7826087,0.3745,0.6255,132.72728378788878
3344,6209,49,-0.04,0.26086957,0.8552,0.1448,46.80313098305769
3345,6210,37,0.05,0.26086957,0.0208,0.9792,1.3997337352173564
3346,6222,51,-0.03,0.2173913,0.0178,0.9822,16.093910365086934
3347,6223,30,-0.08,0.52173913,0.7393,0.2607,72.8237043123056
3348,6224,86,-0.06,0.56521739,0.7048,0.2952,160.56087278240622
3349,6225,15,-0.09,0.56521739,0.5219,0.4782,221.8660406780842
3350,6226,4,-0.04,0.26086957,0.7871,0.2129,219.1067634978462
3351,6227,40,0.09,0.56521739,0.4253,0.5747,411.5600556270773
3352,6228,81,0.13,0.86956522,0.1865,0.8135,398.3568404678425
3353,6229,5,0.09,0.52173913,0.4309,0.5691,304.41319302660224
3354,6230,36,-0.08,0.52173913,0.5427,0.4573,331.5931267596586
3355,6231,79,-0.05,0.34782609,0.7327,0.2673,226.78542631078014
3356,6232,42,0.06,0.34782609,0.6413,0.3587,141.59688634466178
3357,6233,61,-0.04,0.30434783,0.8359,0.1641,35.24266189759143
3358,6234,65,-0.05,0.34782609,0.0076,0.9924,0.9871161776780117
3359,6246,9,0.04,0.2173913,0.0025,0.9975,12.31675407121503
3360,6247,19,0.08,0.47826087,0.6824,0.3176,66.14301685724176
3361,6248,67,0.02,0.30434783,0.8567,0.1433,179.21708943285398
3362,6249,48,0.01,0.08695652,0.9045,0.0955,289.381292654692
3363,6250,25,0.01,0.0,0.9223,0.0777,328.0391385669237
3364,6251,5,0.12,0.73913043,0.2668,0.7332,317.8741829364574
3365,6252,48,0.14,0.86956522,0.127,0.873,441.6145409025183
3366,6253,61,-0.13,0.82608696,0.2261,0.7739,421.0744930168339
3367,6254,28,0.11,0.69565217,0.3257,0.6743,334.1381926248326
3368,6255,60,0.0,0.26086957,0.9522,0.0478,266.17143234504346
3369,6256,67,-0.09,0.60869565,0.5473,0.4527,145.6634293160261
3370,6257,53,0.06,0.39130435,0.6966,0.3034,43.01816448026386
3371,6258,29,0.09,0.56521739,0.9776,0.0224,0.0
3372,6271,24,0.05,0.26086957,0.7805,0.2195,54.270934551167116
3373,6272,20,-0.07,0.43478261,0.6606,0.3394,113.42530479555509
3374,6273,13,-0.11,0.69565217,0.4131,0.5869,162.06965317186564
3375,6274,12,-0.08,0.52173913,0.5554,0.4446,191.55037118945506
3376,6275,62,0.14,0.91304348,0.128,0.872,379.08953825963323
3377,6276,77,0.01,0.34782609,0.8999,0.1001,387.3240788743673
3378,6277,88,0.13,0.91304348,0.1667,0.8333,267.6174004238285
3379,6278,58,-0.04,0.26086957,0.7754,0.2246,296.2423344779211
3380,6279,60,0.02,0.2173913,0.8476,0.1524,201.4067268863715
3381,6280,29,-0.06,0.39130435,0.6941,0.3059,86.12755301752219
3382,6281,34,0.03,0.13043478,0.8298,0.1702,30.722424001835368
3383,6282,63,-0.04,0.34782609,0.9797,0.0203,0.39969460361407855
3384,6295,69,-0.02,0.26086957,0.9055,0.0945,64.11509644879108
3385,6296,26,-0.04,0.26086957,0.8247,0.1753,134.20209028121945
3386,6297,50,-0.07,0.47826087,0.6301,0.3699,248.6748775148621
3387,6298,49,0.08,0.47826087,0.5168,0.4832,289.57685515834225
3388,6299,12,0.01,0.0,0.9207,0.0793,270.7110315055628
3389,6300,37,-0.04,0.26086957,0.8013,0.1987,346.7675057273157
3390,6301,40,-0.03,0.2173913,0.8552,0.1448,302.3215662759487
3391,6302,45,0.14,0.86956522,0.1474,0.8526,303.7272135132704
3392,6303,9,-0.04,0.26086957,0.7917,0.2083,166.7818461965364
3393,6304,2,0.05,0.26086957,0.7124,0.2876,88.28591097751895
3394,6305,71,0.03,0.34782609,0.814,0.186,35.11582172013058
3395,6306,74,-0.04,0.34782609,0.9822,0.0178,0.3873140047845087
3396,6319,69,-0.03,0.26086957,0.878,0.122,82.36556644286915
3397,6320,60,0.03,0.26086957,0.7993,0.2007,200.62084494751514
3398,6321,29,-0.04,0.26086957,0.8155,0.1845,298.98555614806935
3399,6322,19,0.12,0.73913043,0.2851,0.7149,351.40729412831473
3400,6323,70,0.13,0.86956522,0.2073,0.7927,416.8806634627812
3401,6324,30,0.11,0.69565217,0.3089,0.6911,427.00901400760534
3402,6325,22,-0.08,0.52173913,0.5523,0.4477,373.71229528033933
3403,6326,2,0.01,0.0,0.9202,0.0798,250.5497041032642
3404,6327,30,-0.09,0.56521739,0.5285,0.4715,287.25489983524346
3405,6328,51,0.02,0.17391304,0.8709,0.1291,184.0182129988389
3406,6329,43,-0.02,0.17391304,0.9116,0.0884,58.355224878136724
3407,6330,66,0.02,0.30434783,0.9853,0.0147,0.0
3408,6343,54,0.03,0.2173913,0.8399,0.1601,66.90439072026452
3409,6344,23,-0.01,0.08695652,0.9802,0.0198,143.99335574181836
3410,6345,19,0.12,0.73913043,0.3206,0.6794,221.0720511090341
3411,6346,84,0.06,0.69565217,0.6296,0.3704,298.8810748681473
3412,6347,60,0.09,0.60869565,0.4451,0.5549,388.318116782191
3413,6348,38,0.13,0.82608696,0.187,0.813,386.0376687091015
3414,6349,49,0.14,0.86956522,0.126,0.874,368.9748500802842
3415,6350,75,0.11,0.73913043,0.3257,0.6743,291.20275721074967
3416,6351,73,-0.03,0.30434783,0.8638,0.1362,212.7334368846247
3417,6352,15,-0.07,0.43478261,0.6423,0.3577,97.90977410509794
3418,6353,60,-0.07,0.47826087,0.7002,0.2998,30.13448661010422
3419,6354,59,-0.05,0.34782609,0.9873,0.0127,0.3160891002049595
3420,6367,47,-0.03,0.2173913,0.8882,0.1118,78.3888375239105
3421,6368,8,-0.06,0.39130435,0.7043,0.2957,152.77456876846443
3422,6369,66,-0.14,0.91304348,0.2652,0.7348,294.3844338648282
3423,6370,31,-0.06,0.39130435,0.69,0.31,384.54612512291175
3424,6371,46,0.01,0.08695652,0.9207,0.0793,444.3590439828281
3425,6372,0,-0.02,0.13043478,0.878,0.122,317.09577100699084
3426,6373,25,0.03,0.13043478,0.7967,0.2033,391.394477794658
3427,6374,53,-0.04,0.26086957,0.7983,0.2017,369.6140943748667
3428,6375,84,-0.05,0.34782609,0.7337,0.2663,237.0615130156278
3429,6376,6,-0.09,0.56521739,0.5356,0.4644,127.97334064805914
3430,6377,81,0.02,0.47826087,0.8613,0.1387,38.75332523316023
3431,6378,9,-0.09,0.56521739,0.9883,0.0117,0.0
3432,6391,61,0.02,0.2173913,0.8786,0.1214,62.0720831153805
3433,6392,27,0.05,0.26086957,0.7205,0.2795,164.98348994496018
3434,6393,52,-0.04,0.26086957,0.814,0.186,264.74398746724603
3435,6394,10,0.12,0.73913043,0.2851,0.7149,305.64663419976335
3436,6395,0,0.08,0.47826087,0.5046,0.4954,287.4468944398073
3437,6396,16,0.0,0.0,0.9797,0.0203,383.56909277828305
3438,6397,86,0.08,0.73913043,0.4903,0.5097,350.51461648984355
3439,6398,84,0.11,0.82608696,0.3257,0.6743,300.5908284967116
3440,6399,32,-0.01,0.08695652,0.9797,0.0203,260.08503252822794
3441,6400,27,0.05,0.26086957,0.7124,0.2876,137.53299912228812
3442,6401,22,-0.05,0.30434783,0.7754,0.2246,31.495413766087292
3443,6402,61,-0.02,0.26086957,0.9903,0.0097,0.0
3444,6415,23,-0.05,0.30434783,0.7957,0.2043,51.410927001388195
3445,6416,87,-0.03,0.56521739,0.841,0.159,154.08996821743284
3446,6417,30,-0.05,0.30434783,0.7607,0.2393,250.53356377516073
3447,6418,73,0.09,0.65217391,0.4588,0.5412,320.9103997310455
3448,6419,61,-0.03,0.2173913,0.8603,0.1397,293.42911126453527
3449,6420,74,0.06,0.52173913,0.6138,0.3862,339.228460101456
3450,6421,70,-0.13,0.86956522,0.2464,0.7536,327.66032042389804
3451,6422,20,0.11,0.69565217,0.3257,0.6743,263.3992043301757
3452,6423,68,0.14,0.91304348,0.1895,0.8105,147.733886855281
3453,6424,68,0.0,0.30434783,0.9726,0.0274,91.73945476679116
3454,6425,28,0.05,0.26086957,0.7429,0.2571,24.994097204094153
3455,6426,75,0.06,0.56521739,0.9934,0.0066,0.0
3456,6439,45,0.03,0.17391304,0.8486,0.1514,77.20897316133257
3457,6440,6,-0.1,0.65217391,0.497,0.503,135.69005210784664
3458,6441,20,-0.07,0.43478261,0.623,0.377,210.54405216459577
3459,6442,57,0.14,0.91304348,0.1692,0.8308,291.52395497474197
3460,6443,5,0.01,0.0,0.9207,0.0793,300.56300530813525
3461,6444,23,-0.03,0.17391304,0.8374,0.1626,334.6943935635041
3462,6445,32,0.14,0.86956522,0.126,0.874,399.57989105290864
3463,6446,11,0.04,0.2173913,0.7419,0.2581,307.6157845952395
3464,6447,26,0.01,0.0,0.9228,0.0772,242.64860322624403
3465,6448,25,-0.04,0.26086957,0.7967,0.2033,133.82632436367248
3466,6449,50,0.04,0.26086957,0.7876,0.2124,31.603282988450328
3467,6450,13,-0.05,0.30434783,1.0,0.0,0.0
3468,6463,37,0.07,0.39130435,0.6707,0.3293,69.19202672712865
3469,6464,12,0.02,0.08695652,0.876,0.124,147.15692843579393
3470,6465,42,0.12,0.73913043,0.3028,0.6972,284.10261163575944
3471,6466,10,0.14,0.86956522,0.1692,0.8308,296.0013887281989
3472,6467,34,0.0,0.13043478,0.9802,0.0198,363.7148958563802
3473,6468,84,0.04,0.56521739,0.7358,0.2642,369.5968553200969
3474,6469,16,0.04,0.2173913,0.7358,0.2642,349.8844538725308
3475,6470,24,0.1,0.60869565,0.3852,0.6148,306.56435479499044
3476,6471,29,0.12,0.73913043,0.3023,0.6977,193.90878789079136
3477,6472,66,-0.07,0.47826087,0.6286,0.3714,107.01067953200817
3478,6473,68,-0.01,0.26086957,0.9273,0.0727,24.620967743661666
3479,6474,25,-0.05,0.30434783,1.0,0.0,0.0
3480,6487,62,0.0,0.26086957,0.9426,0.0574,67.36433635443434
3481,6488,7,-0.06,0.39130435,0.7043,0.2957,144.70240528946903
3482,6489,29,-0.08,0.52173913,0.5661,0.4339,256.8159909547154
3483,6490,32,0.02,0.08695652,0.8643,0.1357,354.41456497939555
3484,6491,13,0.09,0.56521739,0.4451,0.5549,294.8950800207156
3485,6492,5,-0.04,0.26086957,0.7764,0.2236,336.55884038388336
3486,6493,2,-0.04,0.26086957,0.7561,0.2439,225.80326618323446
3487,6494,71,0.09,0.60869565,0.4446,0.5554,260.2913911656659
3488,6495,56,-0.03,0.2173913,0.8653,0.1347,165.65174881197578
3489,6496,53,0.06,0.39130435,0.6489,0.3511,90.87583015640487
3490,6497,11,-0.05,0.30434783,0.7759,0.2241,19.1104939987702
3491,6498,5,0.08,0.47826087,1.0,0.0,0.0
3492,6511,22,-0.07,0.43478261,0.7007,0.2993,87.1999810069515
3493,6512,40,0.02,0.13043478,0.8689,0.1311,189.96730081887677
3494,6513,59,0.1,0.65217391,0.4157,0.5844,309.8442871153312
3495,6514,5,-0.07,0.43478261,0.6133,0.3867,308.633016860065
3496,6515,58,0.09,0.60869565,0.4451,0.5549,425.7925569212053
3497,6516,89,0.11,0.91304348,0.3089,0.6911,363.17251061460365
3498,6517,8,0.12,0.73913043,0.248,0.752,374.5218873451928
3499,6518,21,0.03,0.13043478,0.8013,0.1987,361.3375019968108
3500,6519,52,-0.05,0.34782609,0.7454,0.2546,291.01981715497743
3501,6520,54,0.03,0.2173913,0.8089,0.1911,166.31842172560263
3502,6521,6,-0.05,0.30434783,0.7602,0.2398,36.04825556022948
3503,6535,24,0.08,0.47826087,0.6153,0.3847,70.54537265680588
3504,6536,65,-0.04,0.34782609,0.7922,0.2078,170.66989580449246
3505,6537,19,-0.06,0.39130435,0.6794,0.3206,258.34010091049896
3506,6538,27,0.13,0.82608696,0.2271,0.7729,349.54872363371953
3507,6539,0,-0.04,0.26086957,0.7622,0.2378,321.13806569982773
3508,6540,11,0.08,0.47826087,0.4919,0.5081,356.3979541041024
3509,6541,34,0.0,0.13043478,0.9797,0.0203,396.4201131692448
3510,6542,72,0.09,0.65217391,0.4446,0.5554,325.0840897777459
3511,6543,10,-0.07,0.43478261,0.6128,0.3872,221.8296923843535
3512,6544,12,-0.1,0.65217391,0.468,0.532,122.31514763308911
3513,6545,73,-0.07,0.47826087,0.6453,0.3547,24.696162831262605
3514,6559,77,-0.04,0.34782609,0.7764,0.2236,68.01672634292683
3515,6560,63,0.0,0.30434783,0.9654,0.0346,189.47666478706913
3516,6561,52,-0.05,0.34782609,0.7342,0.2658,310.6908354191226
3517,6562,90,0.1,1.0,0.4009,0.5991,297.5758714954285
3518,6563,55,0.13,0.86956522,0.2073,0.7927,414.7866922721724
3519,6564,39,0.11,0.69565217,0.3089,0.6911,418.56983652349027
3520,6565,7,0.04,0.2173913,0.7358,0.2642,343.12863001148224
3521,6566,42,-0.04,0.26086957,0.8003,0.1997,355.4108017875426
3522,6567,24,-0.04,0.26086957,0.7861,0.2139,254.39241080469665
3523,6568,68,0.04,0.30434783,0.7525,0.2475,136.7010399217258
3524,6569,0,0.04,0.2173913,0.7856,0.2144,24.75068480159796
3525,6583,51,0.0,0.17391304,0.9431,0.0569,46.66981122846852
3526,6584,0,-0.05,0.30434783,0.7317,0.2683,54.56061843294575
3527,6585,48,0.07,0.39130435,0.5854,0.4146,74.32598869831065
3528,6586,76,0.12,0.7826087,0.2851,0.7149,90.77834283780429
3529,6587,16,-0.12,0.7826087,0.3064,0.6936,75.94460401662441
3530,6588,45,0.02,0.13043478,0.8577,0.1423,102.4701890101128
3531,6589,36,-0.06,0.39130435,0.6733,0.3267,91.3288782143454
3532,6590,54,-0.04,0.26086957,0.7978,0.2022,94.73278336869542
3533,6591,2,-0.06,0.39130435,0.6514,0.3486,70.55507963619743
3534,6592,23,0.06,0.34782609,0.6504,0.3496,33.42996080334272
3535,6593,45,0.05,0.26086957,0.7373,0.2627,10.68692793584447
3536,6607,68,-0.07,0.47826087,0.6677,0.3323,58.011546348481936
3537,6608,27,-0.1,0.65217391,0.4822,0.5178,165.15659527687708
3538,6609,31,-0.05,0.34782609,0.7353,0.2647,116.89663331694696
3539,6610,70,0.1,0.65217391,0.4009,0.5991,316.33115496302963
3540,6611,7,0.14,0.86956522,0.1479,0.8521,331.8974866620063
3541,6612,86,0.13,0.86956522,0.187,0.813,324.65098560619884
3542,6613,46,-0.02,0.17391304,0.9111,0.0889,384.80960847457436
3543,6614,47,0.01,0.08695652,0.9157,0.0844,346.28178924375624
3544,6615,41,-0.09,0.56521739,0.4959,0.5041,231.34147063399382
3545,6616,62,-0.01,0.26086957,0.9456,0.0544,85.63245732440036
3546,6617,60,0.07,0.43478261,0.6377,0.3623,28.1828510967146
3547,6631,83,-0.01,0.47826087,0.7729,0.2271,60.255195688145776
3548,6632,3,0.04,0.2173913,0.7668,0.2332,167.31524898665273
3549,6633,42,0.11,0.69565217,0.3598,0.6402,304.8640401863253
3550,6634,35,-0.04,0.26086957,0.7871,0.2129,383.1206907523149
3551,6635,84,0.09,0.7826087,0.4451,0.5549,314.6829326810136
3552,6636,53,0.14,0.91304348,0.126,0.874,429.81571827682535
3553,6637,49,-0.1,0.65217391,0.4294,0.5706,380.59343406458333
3554,6638,56,0.11,0.73913043,0.3257,0.6743,343.8913683413002
3555,6639,59,-0.06,0.39130435,0.6662,0.3338,247.42128040392365
3556,6640,36,0.06,0.34782609,0.6504,0.3496,129.06666959105877
3557,6641,65,-0.03,0.26086957,0.8262,0.1738,19.042726209716875
3558,6655,46,0.02,0.13043478,0.8714,0.1286,57.61282170068182
3559,6656,86,-0.04,0.43478261,0.7688,0.2312,123.62730001073793
3560,6657,68,0.13,0.86956522,0.247,0.753,238.5603147239296
3561,6658,40,-0.07,0.47826087,0.6128,0.3872,314.8713279695082
3562,6659,24,-0.02,0.13043478,0.9009,0.0991,346.29242551599964
3563,6660,83,0.1,0.86956522,0.3699,0.6301,335.06013152620045
3564,6661,84,0.02,0.47826087,0.845,0.155,307.08990494723867
3565,6662,2,-0.04,0.26086957,0.7617,0.2383,227.15954875967194
3566,6663,69,-0.09,0.60869565,0.4939,0.5061,184.3526281798893
3567,6664,60,-0.1,0.65217391,0.4654,0.5346,83.41549784888473
3568,6665,50,0.08,0.47826087,0.5904,0.4096,12.670847916711582
3569,6679,81,-0.02,0.47826087,0.7378,0.2622,29.07106638674384
3570,6680,4,-0.03,0.17391304,0.8384,0.1616,65.05015618317293
3571,6681,56,-0.07,0.47826087,0.6214,0.3786,221.87536677919482
3572,6682,84,0.09,0.7826087,0.4588,0.5412,247.8449804078841
3573,6683,47,0.09,0.56521739,0.4451,0.5549,343.9790934205231
3574,6684,63,-0.14,0.91304348,0.1667,0.8333,360.33555821691687
3575,6685,0,0.13,0.82608696,0.187,0.813,203.91983386563408
3576,6686,17,0.12,0.73913043,0.2663,0.7337,257.73784580977843
3577,6687,71,-0.03,0.30434783,0.8308,0.1692,182.9486053671493
3578,6688,65,-0.06,0.39130435,0.6809,0.3191,114.44121918988704
3579,6689,63,-0.02,0.26086957,0.8516,0.1484,21.02192576614525
3580,6703,57,0.05,0.43478261,0.7292,0.2708,74.84901999313189
3581,6704,43,-0.04,0.26086957,0.8013,0.1987,188.59823446395555
3582,6705,7,-0.07,0.43478261,0.6042,0.3958,166.88288874056818
3583,6706,73,-0.14,0.91304348,0.2068,0.7932,251.4291225461452
3584,6707,0,-0.03,0.17391304,0.8216,0.1784,263.2516184868798
3585,6708,21,-0.01,0.08695652,0.9594,0.0407,291.349779366221
3586,6709,39,0.0,0.17391304,0.9721,0.0279,280.46380489593315
3587,6710,71,0.11,0.73913043,0.3257,0.6743,277.4302747134438
3588,6711,29,0.05,0.26086957,0.69,0.31,261.7414021135434
3589,6712,64,0.02,0.30434783,0.8577,0.1423,120.73164739496609
3590,6713,24,0.03,0.13043478,0.8303,0.1697,17.23863412296137
3591,6727,53,-0.04,0.26086957,0.783,0.217,38.77473444726309
3592,6728,49,0.08,0.47826087,0.5534,0.4466,70.25161544959415
3593,6729,43,0.01,0.08695652,0.9207,0.0793,84.21636084962401
3594,6730,85,-0.09,0.60869565,0.4776,0.5224,83.60877303300742
3595,6731,68,0.08,0.56521739,0.5046,0.4954,231.70720168278257
3596,6732,83,0.13,0.86956522,0.187,0.813,150.81384778791448
3597,6733,67,0.14,0.91304348,0.1255,0.8745,183.0410296968173
3598,6734,16,0.03,0.13043478,0.8013,0.1987,152.7837760222829
3599,6735,24,-0.03,0.2173913,0.844,0.156,170.77056506060396
3600,6736,66,-0.01,0.26086957,0.9238,0.0762,90.03755778255201
3601,6737,2,0.02,0.08695652,0.8806,0.1194,8.362186250838445
3602,6751,14,-0.01,0.04347826,0.9492,0.0508,82.28870003400985
3603,6752,36,-0.05,0.34782609,0.749,0.251,209.72361664612322
3604,6753,34,-0.01,0.08695652,0.9609,0.0391,300.85719432250374
3605,6754,15,-0.03,0.17391304,0.845,0.155,368.63049075518524
3606,6755,47,0.12,0.73913043,0.2668,0.7332,460.22694091639073
3607,6756,1,-0.02,0.13043478,0.878,0.122,381.32241452634383
3608,6757,11,0.09,0.56521739,0.4309,0.5691,342.41110207997104
3609,6758,73,0.1,0.65217391,0.3852,0.6148,319.67904023357306
3610,6759,34,-0.07,0.43478261,0.6118,0.3882,238.83698775270028
3611,6760,42,0.06,0.34782609,0.6509,0.3491,149.68810657092354
3612,6761,73,0.06,0.52173913,0.6596,0.3404,18.098924461351142
3613,6775,52,-0.06,0.39130435,0.6956,0.3044,75.24303888333972
3614,6776,64,0.02,0.30434783,0.8633,0.1367,181.41679709418048
3615,6777,15,-0.07,0.43478261,0.623,0.377,295.35270103663385
3616,6778,29,-0.11,0.69565217,0.3816,0.6184,400.3787185944926
3617,6779,75,0.04,0.39130435,0.7424,0.2576,371.844183773254
3618,6780,55,0.14,0.91304348,0.126,0.874,447.16526602833164
3619,6781,9,0.11,0.69565217,0.3089,0.6911,367.75100543556204
3620,6782,22,-0.06,0.39130435,0.6626,0.3374,347.6525716693948
3621,6783,37,-0.1,0.65217391,0.4385,0.5615,241.8773072509899
3622,6784,62,-0.02,0.26086957,0.875,0.125,103.32323139241647
3623,6785,70,0.08,0.56521739,0.5716,0.4284,11.243961539193421
3624,6799,3,-0.05,0.30434783,0.7541,0.2459,70.1662609494559
3625,6800,54,-0.04,0.26086957,0.783,0.217,180.5205006861614
3626,6801,19,-0.09,0.56521739,0.5102,0.4898,289.30383233151235
3627,6802,54,0.11,0.73913043,0.343,0.657,385.15269227746495
3628,6803,90,0.02,0.65217391,0.8552,0.1448,291.2107641307516
3629,6804,59,-0.03,0.2173913,0.8374,0.1626,435.9988182174356
3630,6805,38,-0.03,0.2173913,0.8349,0.1651,396.2591676685478
3631,6806,10,-0.04,0.26086957,0.7815,0.2185,299.81569657966406
3632,6807,14,-0.03,0.17391304,0.845,0.155,214.24447933368515
3633,6808,67,-0.08,0.52173913,0.5574,0.4426,98.28550073621665
3634,6809,9,-0.03,0.17391304,0.8476,0.1524,7.878751388389253
3635,6823,73,0.01,0.30434783,0.7409,0.2591,55.20215657245019
3636,6824,37,-0.11,0.69565217,0.4121,0.5879,178.0276500461619
3637,6825,6,0.14,0.86956522,0.1905,0.8095,239.40437063938316
3638,6826,15,0.14,0.86956522,0.1692,0.8308,347.3467393042339
3639,6827,23,0.05,0.26086957,0.6829,0.3171,410.39110522674025
3640,6828,38,-0.13,0.82608696,0.2276,0.7724,431.4021654250628
3641,6829,48,0.14,0.86956522,0.126,0.874,407.8427856666675
3642,6830,86,0.0,0.56521739,0.9639,0.0361,254.30643934357252
3643,6831,82,-0.07,0.47826087,0.5879,0.4121,182.1176753232878
3644,6832,46,-0.05,0.34782609,0.7409,0.2591,97.80395597611766
3645,6833,3,-0.04,0.26086957,0.8155,0.1845,6.387016979780235
3646,6847,75,0.03,0.39130435,0.747,0.253,44.171116405352954
3647,6848,38,0.04,0.2173913,0.7581,0.2419,95.1105407053005
3648,6849,75,0.12,0.7826087,0.3028,0.6972,222.01743260116572
3649,6850,28,0.14,0.86956522,0.1692,0.8308,303.0673985772305
3650,6851,25,0.13,0.82608696,0.2073,0.7927,322.60750790878257
3651,6852,43,-0.14,0.91304348,0.1667,0.8333,353.1874034703616
3652,6853,31,0.14,0.86956522,0.126,0.874,340.07139419946884
3653,6854,2,0.09,0.52173913,0.4446,0.5554,219.90523324373032
3654,6855,40,-0.1,0.65217391,0.4385,0.5615,146.5327619256315
3655,6856,79,-0.03,0.39130435,0.814,0.186,51.14584406377876
3656,6857,47,-0.04,0.26086957,0.7851,0.2149,6.8268585176141885
3657,6871,39,0.0,0.17391304,0.9837,0.0163,43.30432038485374
3658,6872,47,-0.09,0.56521739,0.5036,0.4964,161.6145568091196
3659,6873,87,-0.02,0.52173913,0.8679,0.1321,217.93094009964966
3660,6874,72,0.11,0.73913043,0.343,0.657,307.67275452334303
3661,6875,19,0.08,0.47826087,0.5046,0.4954,395.80380041230643
3662,6876,59,0.14,0.91304348,0.126,0.874,427.6825112512862
3663,6877,16,-0.04,0.26086957,0.7764,0.2236,354.46533316229045
3664,6878,62,0.1,0.65217391,0.3852,0.6148,314.3333962838673
3665,6879,76,-0.1,0.65217391,0.4187,0.5813,202.71704681168185
3666,6880,29,-0.04,0.26086957,0.779,0.221,113.10981119847632
3667,6881,80,0.01,0.47826087,0.6529,0.3471,7.030845561850606
3668,6895,65,0.04,0.30434783,0.7642,0.2358,59.189252751160126
3669,6896,36,-0.03,0.2173913,0.8308,0.1692,182.96812983412383
3670,6897,75,-0.04,0.34782609,0.7658,0.2342,251.58714322488467
3671,6898,23,-0.03,0.17391304,0.845,0.155,380.49649480538557
3672,6899,45,-0.05,0.34782609,0.7226,0.2774,445.3659874046174
3673,6900,27,0.1,0.60869565,0.3699,0.6301,448.06810605108427
3674,6901,8,-0.1,0.65217391,0.3902,0.6098,368.1697925387965
3675,6902,42,-0.13,0.82608696,0.2454,0.7546,354.8316022362158
3676,6903,0,0.03,0.13043478,0.8064,0.1936,207.56816859337422
3677,6904,30,0.06,0.34782609,0.6509,0.3491,110.84569353636556
3678,6905,32,-0.04,0.26086957,0.8049,0.1951,6.771932603699062
3679,6919,28,-0.06,0.39130435,0.7139,0.2861,52.471310210712986
3680,6920,34,0.12,0.73913043,0.3222,0.6778,151.57989808211082
3681,6921,77,0.11,0.73913043,0.3592,0.6408,213.77729132979735
3682,6922,2,-0.06,0.39130435,0.6519,0.3481,275.3438310136537
3683,6923,26,-0.02,0.13043478,0.9009,0.0991,366.7303177298789
3684,6924,31,0.07,0.39130435,0.5528,0.4472,387.739156181747
3685,6925,66,-0.11,0.73913043,0.3481,0.6519,300.26649223480075
3686,6926,51,-0.03,0.2173913,0.8369,0.1631,275.7738712147494
3687,6927,29,0.12,0.73913043,0.2851,0.7149,172.25993726561273
3688,6928,33,0.04,0.2173913,0.7607,0.2393,69.26697835344696
3689,6929,46,0.03,0.17391304,0.8237,0.1763,4.651128695718933
3690,6943,40,-0.06,0.39130435,0.6961,0.3039,57.103435260560445
3691,6944,53,-0.03,0.2173913,0.8237,0.1763,139.9955492688562
3692,6945,62,0.02,0.2173913,0.8613,0.1387,267.1042721379062
3693,6946,39,-0.04,0.26086957,0.7871,0.2129,389.0160513981628
3694,6947,65,0.09,0.60869565,0.4451,0.5549,380.8770450462527
3695,6948,6,0.02,0.08695652,0.8577,0.1423,374.55171127587977
3696,6949,39,-0.14,0.91304348,0.1657,0.8344,377.2413234064666
3697,6950,37,-0.07,0.43478261,0.6026,0.3974,329.2983012200139
3698,6951,23,-0.08,0.52173913,0.5554,0.4446,227.96758187381698
3699,6952,68,-0.06,0.39130435,0.6641,0.3359,86.75501839536211
3700,6953,49,-0.02,0.17391304,0.8704,0.1296,5.097274543206078
3701,6967,42,0.07,0.39130435,0.6458,0.3542,34.21074249461215
3702,6968,1,0.03,0.13043478,0.8161,0.1839,101.3048820494712
3703,6969,30,-0.04,0.26086957,0.7922,0.2078,105.75951660185441
3704,6970,48,0.07,0.39130435,0.5747,0.4253,229.72604610253256
3705,6971,4,0.09,0.52173913,0.4451,0.5549,321.62291882314736
